id,meaning_id,lemma_id,lemma,lang,pos,meaning_ru,meaning_en,concept_id,category_id
268,3007,3050,abuvai,olo,ADV,"лишь бы, только бы",,,
269,3015,3057,abuverbi,olo,NOUN,глагол-связка (грамматический термин),,,
270,89077,76205,adamanaiguine,olo,ADJ,очень старый 'со времен Адама',,,
271,2999,3042,adessiivu,olo,NOUN,адессив (внешнеместный падеж нахождения),,,
272,60476,53155,aditiivu,olo,NOUN,адитив (грамматический термин),,,
273,60477,53156,adjektiivine,olo,ADJ,адъективный (грамматический термин),,,
274,3001,3044,admirualu,olo,NOUN,адмирал,,,
275,3002,3045,adresantu,olo,NOUN,"адресант (тот, кто адресует) ",,,
276,3003,3046,adressi,olo,NOUN,адрес,,,
277,3004,3047,adresuattu,olo,NOUN,"адресат (тот, кому адресуют) ",,,
278,3005,3048,adresuija,olo,VERB,адресовать,,,
279,52116,45813,adro,olo,NOUN,соха,plow; plough,778,B321
280,3006,3049,adru,olo,NOUN,соха,plow; plough,778,B321
281,3018,3060,adverbi,olo,NOUN,наречие (часть речи),,,
282,60478,53157,adverbiali,olo,NOUN,обстоятельство (грамматический термин),,,
283,3022,3064,advokatuuru,olo,NOUN,адвокатура,,,
284,60483,53162,advokuattine,olo,ADJ,адвокатский,,,
285,3023,3065,advokuattu,olo,NOUN,адвокат,,,
286,3024,3066,advokuattukundu,olo,NOUN,коллегия адвокатов,,,
287,3000,3043,ad’jektiivu,olo,NOUN,имя прилагательное (часть речи),,,
288,3019,3061,ad’vo,olo,NOUN,"гость, гостья",,1266,B43
289,60479,53158,ad’voih,olo,ADV,в гости,,,
290,3020,3062,ad’voija,olo,VERB,гостить,,,
291,3021,3063,ad’voijakseh,olo,VERB,гостить,,,
292,60481,53160,ad’vois,olo,ADV,в гостях,,,
293,3025,3067,aerodroumu,olo,NOUN,аэродром,,,
294,3026,3068,aeroportu,olo,NOUN,аэропорт,,,
295,3027,3069,aerosnimaičus,olo,NOUN,аэросъёмка,,,
296,60484,53163,aeroubiekku,olo,NOUN,аэробика,,,
297,60485,53164,affiksu,olo,NOUN,аффикс (грамматический термин),,,
298,60486,53165,affiksualline,olo,ADJ,аффиксальный (грамматический термин),,,
299,60487,53166,affrikuattu,olo,NOUN,аффриката (грамматический термин),,,
300,3030,3072,afguanielaine,olo,ADJ,афганский,,,
301,3029,3071,afguanielaine,olo,NOUN,"афганец, афганка",,,
302,3032,3074,afriekkalaine,olo,ADJ,африканский,,,
303,3031,3073,afriekkalaine,olo,NOUN,"африканец, африканка",,,
304,3034,3076,agan,olo,NOUN,"оболочка зерна, шелуха",,941,B352
305,3035,3077,aganakas,olo,ADJ,"с шелухой (о муке, хлебе), обладающий примесью",,,
306,3036,3078,aganat,olo,NOUN,высевки,,,
307,53806,47384,agano,olo,NOUN,высевки,,941,B352
308,74295,63371,agd’u,olo,NOUN,"край; конец (поля, деревни и т. д.); отдалённый уголок; вершина",,,
309,60488,53167,agentu,olo,NOUN,агент,,,
310,60489,53168,aggl’utinacii,olo,NOUN,агглютинация (грамматический термин),,,
311,60490,53169,aggl’utinatiivine,olo,ADJ,агглютинативный (грамматический термин),,,
312,60492,53171,agitiiruija,olo,VERB,агитировать,to agitate,,
313,60493,53172,agitiiruičendu,olo,NOUN,агитация,,,
314,60491,53170,agitiiruičii,olo,NOUN,агитатор,,,
315,3037,3079,agjaine,olo,NOUN,кончик; край,end; edge,,
316,3038,3080,agjalaine,olo,ADJ,"крайний, последний, находящийся в конце",,,
317,60494,53173,agjata,olo,VERB,"заканчивать, закончить, завершать, завершить",,,
318,3039,3081,agjatoi,olo,ADJ,"бесконечный, бескрайний, необъятный",,,
319,60495,53174,agjattomasti,olo,ADV,бесконечно,,,
320,60496,53175,agjattomus,olo,NOUN,бесконечность,,,
321,60497,53175,agjattomus,olo,NOUN,бездна,,,
322,60498,53176,agjemba,olo,ADV,ближе к краю,,,
323,60499,53177,agjembah,olo,NOUN,ближе к краю,,,
324,60500,53178,agjembaine,olo,ADJ,"крайний, последний, находящийся ближе к концу",,,
325,60501,53179,agjembi,olo,ADV,ближе к краю,,,
326,3040,3082,agjimaine,olo,ADJ,"крайний, находящийся в конце",,,
327,60502,53180,agjin,olo,ADJ,самый крайний,,,
328,2954,3006,agju,olo,NOUN,"предел, граница, край какого-либо объекта, а также его часть, примыкающая к этому пределу",,1435,C2
329,2955,3006,agju,olo,NOUN,"конец, кончина, смерть",,552,B17
330,60503,53181,agounii,olo,NOUN,агония,,,
331,3041,3083,agreguattu,olo,NOUN,агрегат,,,
