category_id	pos	concept_id	concept_ru	concept_en	wdh	wdh_source	wdh_confidence	wdh_note
B23	NOUN	742	стыд	shame	philosophy, sociology	inherited_from_category	medium	WDH inherited from category B23
B23	NOUN	743	правда	truth	philosophy, sociology	inherited_from_category	medium	WDH inherited from category B23
B23	NOUN	744	честь	honour; dignity	philosophy, sociology	inherited_from_category	medium	WDH inherited from category B23
B23	NOUN	745	милость	mercy; grace; favour	philosophy, sociology	inherited_from_category	medium	WDH inherited from category B23
B31	VERB	746	работать	to work; to labour	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	NOUN	747	работа	work; labour	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	748	нанимать	to hire; to employ	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	749	делать	to make	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	NOUN	750	дело	business	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	NOUN	751	подряд	contract; job contract	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	NOUN	752	ноша	load; burden (carried)	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	753	тереть	to rub	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	754	прибирать (в квартире)	to tidy up; to clean (a room)	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	755	вить, свивать	to twist	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	756	сучить (пряжу)	to twist (yarn); to spin	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	757	облить	to pour over; to spill over	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	758	связывать	to tie; to bind	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	VERB	759	отломить, отколоть	to break off; to chip off	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	NOUN	760	узел	knot	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B31	NOUN	1436	помощник	helper, aide	artisanship, enterprise, person	inherited_from_category	medium	WDH inherited from category B31
B321	NOUN	761	подсека	slash-and-burn plot; podséka	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	762	палить подсеку	to burn the slash-and-burn plot	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	763	расчищать, раскорчевывать (под пашню, луг)	to clear; to grub up (for a field or meadow)	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	764	пожог, выженное место	burnt clearing; burn site	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	765	груда (камней)	heap	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	766	поле	field	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	767	почва	soil	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	ADJ	768	твердый	hard; firm	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	769	набухать	to swell; to expand	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	770	обрабатывать (землю)	to till; to cultivate (land)	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	771	полоса (земли)	strip (of land)	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	772	пар (в севообороте)	fallow (in crop rotation)	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	773	подсека заросшая	overgrown slash-and-burn plot	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	774	навоз	manure; dung	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	775	навозная куча	manure heap; dunghill	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	776	копать	to dig	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	777	мотыга	hoe; mattock	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	778	соха	sokha (wooden plough)	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	779	борона	harrow	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	780	изгородь	fence; enclosure	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	781	кол	stake; pole	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	782	сеять	to sow	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	783	всходы	young growth	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	784	росток	sprout; seedling	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	785	отросток, побег	shoot; offshoot	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	786	полоть	to weed	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	ADJ	787	спелый, зрелый	ripe; mature	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	788	полеглость	lodging; crop lodging	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	789	лемех	ploughshare; lemech	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	VERB	790	пахать	to plough	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	791	борозда	furrow	agriculture	inherited_from_category	medium	WDH inherited from category B321
B321	NOUN	1437	жердь	pole	agriculture	inherited_from_category	medium	WDH inherited from category B321
B322	VERB	792	жать	to reap	agriculture	inherited_from_category	medium	WDH inherited from category B322
B322	NOUN	793	серп	sickle	agriculture	inherited_from_category	medium	WDH inherited from category B322
B322	NOUN	794	сноп	sheaf	agriculture	inherited_from_category	medium	WDH inherited from category B322
B322	NOUN	795	перевясло	straw band; sheaf binder	agriculture	inherited_from_category	medium	WDH inherited from category B322
B322	NOUN	796	суслон, бабка	stook; shook (of sheaves)	agriculture	inherited_from_category	medium	WDH inherited from category B322
B322	NOUN	797	зарод	hay stack; zarod (oblong stack)	agriculture	inherited_from_category	medium	WDH inherited from category B322
B322	NOUN	798	стерня	stubble	agriculture	inherited_from_category	medium	WDH inherited from category B322
B322	NOUN	799	яровые злаки	spring cereals	agriculture	inherited_from_category	medium	WDH inherited from category B322
B323	NOUN	800	рига	riga (threshing barn)	agriculture	inherited_from_category	medium	WDH inherited from category B323
B323	VERB	801	насаживать снопы (в ригу)	to stack sheaves (in the riga)	agriculture	inherited_from_category	medium	WDH inherited from category B323
B323	VERB	802	молотить	to thresh	agriculture	inherited_from_category	medium	WDH inherited from category B323
B323	NOUN	803	зерно	grain; kernel	agriculture	inherited_from_category	medium	WDH inherited from category B323
B323	VERB	804	веять	to winnow	agriculture	inherited_from_category	medium	WDH inherited from category B323
B323	NOUN	805	солома	straw	agriculture	inherited_from_category	medium	WDH inherited from category B323
B323	NOUN	806	пучок, связка (соломы)	bundle; bunch (of straw)	agriculture	inherited_from_category	medium	WDH inherited from category B323
B323	NOUN	807	полова, мякина	chaff; winnowings	agriculture	inherited_from_category	medium	WDH inherited from category B323
B324	NOUN	808	коса	scythe	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	VERB	809	косить	to mow; to scythe	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	810	сено	hay	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	811	луг, лужайка	meadow; lawn	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	VERB	812	точить на точильном камне	to sharpen on a whetstone	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	VERB	813	точить бруском	to sharpen with a honing stick	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	814	грабли	rake	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	815	зуб (граблей)	tooth (of a rake)	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	816	валок (сена)	windrow (of hay)	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	817	куча	pile; heap	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	818	копна (сена)	hay cock	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	VERB	819	разбрасывать, расстилать (копны сена)	to spread out (hay); to scatter hay	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	820	носилки для подноски сена	hay-litter; hay-carrying frame	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	821	прясло	hay-drying rack; praslo	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	822	стог	haystack	agriculture	inherited_from_category	medium	WDH inherited from category B324
B324	NOUN	823	стожар	haystack pole; stojar	agriculture	inherited_from_category	medium	WDH inherited from category B324
B331	NOUN	824	двор для скота	barnyard	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	825	хлев	cowshed; byre	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	826	привязать	to tie up; to tether	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	827	скот	livestock; cattle	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	828	кормить	to feed (animals)	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	829	ясли	manger; feeding trough	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	830	лошадь	horse	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	831	жеребец	stallion	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	832	самец	male; masculine	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	833	грива (лошади)	mane	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	834	мерин	gelding	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	835	кобыла	mare	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	836	жеребенок	colt	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	837	сбруя, упряжь	harness; tackle	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	838	узда	bridle	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	839	седло	saddle	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	840	удила	bit (of a bridle)	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	841	хомут	horse collar	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	842	дуга (упряжь)	shaft bow	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	843	вожжи	rein	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	844	гуж	tug	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	845	супонь	supon (collar strap)	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	846	ржать	to neigh; to whinny	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	847	корова	cow	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	848	рог	horn	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	ADJ	849	комолый	hornless	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	ADJ	850	яловый	barren; yeld (of a cow)	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	851	бык	bull	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	852	кастрировать	to castrate; to geld	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	ADJ	853	беременный (о животных)	pregnant (animal)	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	854	нетель	heifer	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	855	вымя	udder	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	856	мычать	to moo; to low	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	857	жевать жвачку	chewing	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	858	копыто	hoof	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	859	хвост	tail	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	860	баран	ram	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	861	овца	sheep	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	862	овечья шкура	sheepskin	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	863	шкура	hide; skin	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	864	ягненок	lamb	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	865	ярка	ewe lamb; young ewe	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	866	овца (самка)	ewe	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	867	бодать	to butt	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	868	шерсть	wool	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	VERB	869	стричь (овец)	to shear (sheep)	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	870	свинья	pig	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	871	поросенок	piglet	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B331	NOUN	1449	самка	female	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B331
B332	VERB	872	курятник	henhouse; chicken coop	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B332
B332	NOUN	873	петух	rooster; cock	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B332
B332	VERB	874	петь (о петухе)	to crow	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B332
B332	NOUN	875	курица	hen; chicken	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B332
B332	VERB	876	нестись, класть яйца (о птицах)	to lay eggs; to oviposit (of birds)	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B332
B332	NOUN	878	зоб	crop; craw	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B332
B332	NOUN	879	яйцо	egg	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B332
B333	NOUN	880	молоко	milk	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	VERB	881	цедить (молоко)	to strain (milk)	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	ADJ	882	свежий	fresh	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	NOUN	883	запеченное молозиво	baked colostrum; baked beestings	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	NOUN	884	сметана	sour cream; smetana	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	VERB	885	сбивать (масло)	to churn (butter)	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	NOUN	886	масло	butter	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	VERB	887	растопить (масло)	to melt (butter); to clarify (butter)	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	NOUN	888	творог	cottage cheese; curd	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B333	NOUN	889	сыворотка	whey	agriculture, food	inherited_from_category	medium	WDH inherited from category B333
B334	NOUN	890	пастбище	pasture	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B334
B334	NOUN	891	пастух	shepherd; herdsman	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B334
B334	NOUN	892	пастуший рожок	shepherd's horn; pastoral horn; herding horn	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B334
B334	NOUN	893	плеть	whip; lash	agriculture, animal_husbandry	inherited_from_category	medium	WDH inherited from category B334
B34	NOUN	894	картофель	potato	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	895	ботва	leaves of root vegetables	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	896	пчела	bee	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	897	мед	honey	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	898	воск	wax	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	899	семя	seed	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	900	рассада	seedling; transplant	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	901	лён	flax; linen	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	VERB	902	трепать (лен)	to scutch (flax); to process (flax)	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	903	конопля	hemp	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	VERB	904	мочить	to ret; to soak	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	905	лыко	bast; linden bark	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	906	чесалки для шерсти	wool cards; carding combs	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	NOUN	907	смола перегнанная	tar; distilled tar	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B34	VERB	908	дубить	to tan (leather)	agriculture, artisanship	inherited_from_category	medium	WDH inherited from category B34
B351	NOUN	909	молоток	hammer	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	910	гвоздь	nail (fastener)	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	911	клин (деревянный)	wooden wedge	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	912	веретено	spindle	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	913	точило	whetstone; grindstone	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	914	долото	chisel	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	915	подмостки для вытаскивания лодки на берег	boat-hauling skids; boat rollers	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	916	топор	axe	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	917	пятка топора	butt of the axe; axe heel	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	918	обух топора	poll of the axe; axe butt	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	919	вилы	pitchfork	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	920	острие	point; tip; edge	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	ADJ	921	острый	sharp	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	922	нож	knife	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	923	ножны	sheath; scabbard	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	924	брусок	bar	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	925	сверло	drill; auger; bit	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	926	портной	tailor	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	927	прялка	spinning wheel; distaff	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	928	метла	broom; besom	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	929	лопата	spade; shovel	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B351	NOUN	930	пешня	ice pick; ice chisel	artisanship, person	inherited_from_category	medium	WDH inherited from category B351
B352	NOUN	931	хлеб	bread	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	ADJ	932	мягкий (о хлебе)	soft (of bread)	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	933	ломтик (хлеба)	slice (of bread)	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	934	кусок (хлеба)	piece; chunk (of bread)	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	935	крошка (хлеба)	breadcrumb; crumb	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	936	краюха (хлеба)	heel of bread; crust end	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	937	каравай (круглый хлеб)	round loaf; karavai	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	VERB	938	молоть	to grind; to mill	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	939	мука	flour	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	941	высевки	bran	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	942	закваска (для теста)	sourdough starter; leaven	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	943	дрожжи	yeast	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	944	тесто	dough	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	NOUN	945	помело	oven brush; oven mop; pomelo broom	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	VERB	946	печь, испечь	to bake	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B352	VERB	947	резать	to cut; to slice	food, gastronomy	inherited_from_category	medium	WDH inherited from category B352
B353	NOUN	948	ружье	gun; rifle	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	949	лук (оружие)	bow (weapon)	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	950	стрела	arrow	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	951	стрелять	to shoot	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	952	попадать в цель	to hit the target	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	953	лабаз	cache platform; hunting platform	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	954	силок (для птиц)	snare (for birds)	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	955	ловушка	trap	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	956	ток пернатой дичи	lekking ground; lek	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	957	добыча	prey	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	958	ловить, промышлять рыбу	to fish; to catch fish	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	959	крючок рыболовный	fishhook	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	960	удилище	fishing rod	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	961	леска	fishing line	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	962	лучить рыбу	to spear fish by torchlight; to fish by lamplight	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	963	приспособление для огня при лучении рыбы	torch for spearfishing; fire holder for night fishing; fish-gig torch	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	964	острога	fish spear; leister	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	965	сеть	(fishing) net	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	966	игла, иглица для вязания сетей	netting needle; net needle	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	967	планка для вязания сетей	net gauge; mesh gauge	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	968	тетива сети	headrope; top rope of a net	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	969	поплавок	float; cork float	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	970	грузило (в сетях)	sinker	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	971	красить (сети)	to dye (nets); to tan (nets)	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	972	вешало (для сетей, невода)	hanger (for nets)	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	973	невод	seine; dragnet	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	974	мотня невода	seine bag; cod end	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	975	горловина мережи	neck of Fyke net	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	976	тоня (заводь)	fishing ground; landing place for nets	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	977	мережа	fish trap; fyke net	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	978	блесна	minnow	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	979	ботать	to catch fish with a	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	980	вялить	to jerk	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	981	сушеная рыба, сущик	dried fish; sushik	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	982	кость (рыбья)	fish bone	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	983	убивать	to kill; to slaughter	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	VERB	984	сдирать шкуру (с животных)	to skin (animals); to flay	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	985	мясо	meat; flesh	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	986	кость	bone	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	987	сало, жир	lard; fat; suet	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B353	NOUN	988	шкварки	cracklings; greaves; pork scratchings	fishing, food, hunting	inherited_from_category	medium	WDH inherited from category B353
B354	VERB	989	раскалывать, колоть (дрова)	to split; to cleave; to chop (firewood)	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	NOUN	990	колотушка (для колки дров)	wooden mallet; maul; cleaving mallet	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	VERB	991	тесать	to hew; to adze	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	NOUN	992	чурбак	log; block; chunk of wood	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	VERB	993	щепать (лучину)	to split (kindling); to whittle splints	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	NOUN	994	щепка	wood chip; splint	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	VERB	995	долбить	to gouge	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	NOUN	996	доска	board	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	NOUN	997	половица	floorboard	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
B354	NOUN	998	палка	stick; rod; pole	artisanship, buildings	inherited_from_category	medium	WDH inherited from category B354
