category_id	pos	concept_id	concept_ru	concept_en	wdh	wdh_source	wdh_confidence	wdh_note
B12	NOUN	386	зад (у человека)	buttocks; rear end	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	ADJ	387	голый, нагой	nude	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	388	сустав	joint	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	389	скелет	skeleton	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	390	позвоночник	spine; backbone	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	391	таз (у человека)	pelvis	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	392	лёгкие	lungs	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	393	горло	throat	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	394	дышать	to breathe	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	395	живот	belly	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	396	пуп	navel; belly button	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	397	кишки	intestines; bowels	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	398	рвать, тошнить	to vomit	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	399	сердце	heart	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	400	кровь	blood	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	401	жила (кровеносный сосуд)	vein	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	402	печень	liver	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	403	почки	kidneys	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	404	мочиться	to urinate; to pee	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	405	глаз	eye	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	406	слеза	tear	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	407	бровь	eyebrow	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	408	веко	eyelid	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	409	видеть	to see	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	410	смотреть	to look; to watch	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	ADJ	411	слепой	blind	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	412	ухо	ear	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	413	слышать	to hear	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	ADJ	414	глухой	deaf	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	415	нос	nose	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	416	ноздря	nostril	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	417	сопли	nasal mucus; runny nose discharge; snot	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	418	нюхать	to smell; to sniff	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	VERB	419	пахнуть	to smell; to have a scent	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	420	дерьмо	crap	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B12	NOUN	421	нерв	nerve	anatomy, physiology	inherited_from_category	medium	WDH inherited from category B12
B15	VERB	422	терять	to lose	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	423	искать	to search; to look for; to seek	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	424	найти	to find	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	425	поймать	to catch	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	426	догонять	to catch up	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	427	охранять, сторожить	to guard; to watch over	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	428	попадать, оказаться, очутиться	to end up; to find oneself	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	429	прятать	to hide; to conceal	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	430	совать	to thrust; to stick in	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	431	просовывать, вдевать	to insert; to thread	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	432	заталкивать, запихивать (во что-либо)	to shove; to cram (into)	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	433	держать	to hold	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	434	отбирать, отнимать	to take away	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	435	бросать, кидать	to throw	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	436	класть	to put; to lay	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	437	укладывать, складывать в определенном порядке	to arrange; to stack in order	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	438	переламывать	to break to pieces	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	439	ломать, разбивать	to break; to smash	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	440	ломать, разбирать (печь, дом)	to dismantle; to take apart (a stove, house)	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	441	давить, придавливать	to press	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	442	махать, взмахивать, размахивать	to wave; to swing	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	443	махать, указывать, показывать	to wave, to point, to show	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	444	оставлять	to leave; to let stay	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	445	схватить	to grab; to seize	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	446	толкать	to push; to shove	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	447	поднять	to raise, to elevate, to lift up	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	448	летать	to fly	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	449	вешать	to hang up	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	450	ложиться	to lie down	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	451	лежать	to lie; to be lying	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	452	проснуться	to wake up	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	453	стоять	to stand	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	454	наступать (ногой)	to step on; to tread on	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	455	пинать	to kick; to strike with foot	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	456	скакать, прыгать	to jump; to leap; to hop	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	457	сидеть	to sit	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	458	бежать	to be running	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	459	ползать	to crawl; to creep	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	460	падать	to fall; to drop	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	461	выпадать	to fall out	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	462	брать	to take	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	463	давать	to give	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	464	добавлять	to add	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	465	начинать	to begin; to start	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	466	кончать	to finish; to end; to complete	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	467	портить	to spoil, to ruin, to mar, to damage	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	468	рубить	to chop; to hew; to cut with an axe	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	469	ударять	to hit; to strike; to beat	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	470	выбирать	to choose	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	471	делить	to divide	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	472	лить	to pour; to flow	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	473	липнуть, прилипать	to stick; to adhere; to cling	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	474	опрокидывать	to overturn; to tip over; to knock down	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	475	обрывать (листья)	to pluck (leaves); to pick off	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	476	рвать	to tear; to rip; to pull apart	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	477	мешать, размешивать	to stir; to mix; to agitate	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	478	мешать (быть помехой)	to hinder; to obstruct; to interfere	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	479	показывать	to show; to point out; to display	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	480	сжимать, сдавливать, стискивать	to squeeze; to compress; to press together	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	481	собирать	to gather; to collect; to put together	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	482	посылать	to send; to dispatch; to direct	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	483	пускать	to let go; to allow; to release	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	484	доставать, приобретать	to acquire	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	485	трогать, прикасаться	to touch; to feel; to make contact	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	486	возвратиться	to come back	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	487	опаздывать	to be late; to lag behind	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	488	гнать, выгонять	to oust	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	489	двигаться	to move	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	490	ходить	to walk; to go (on foot); to move about	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	491	шагать	to step; to stride; to march	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	NOUN	492	шаг	step	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	493	уходить, идти	to leave; to go; to depart	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	494	пойти, отправиться	to set off; to go; to start a journey	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	495	приходить	to come; to arrive; to reach	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	496	плавать	to swim; to float	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	497	тонуть	to sink; to drown	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	498	возить	to carry	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	499	нести	to carry; to bear; to transport	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	500	останавливать	to stop; to halt; to bring to a standstill	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	501	поворачивать, изменять направление	to turn; to change direction; to veer	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	502	править, управлять	to manage; to control; to handle; to govern	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	503	щекотать	to tickle	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	504	пугать	to frighten; to scare; to startle	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	505	успевать	to have time (+ to)	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	506	помогать	to help; to assist; to aid	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	507	велеть	to order	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	508	обещать	to promise; to assure; to pledge	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	509	кланяться	to bow; to greet with a bow	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	510	звать	to call; to summon; to invite	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B15	VERB	511	называть	to name; to call; to designate	factotum, transport	inherited_from_category	medium	WDH inherited from category B15
B16	ADJ	512	здоровый	healthy; sound; in good health	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	ADJ	513	больной	ill	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	ADJ	514	бледный (о человеке)	pale	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	515	бедняга	wretch	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	ADJ	516	беременная (женщина)	pregnant	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	517	болезнь, недуг	illness, sickness	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	518	болеть	to be sick	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	519	болеть (ощущать боль)	to pain	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	520	желтуха	jaundice	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	521	корь	measles	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	522	оспа	smallpox; pox	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	523	серная пробка в ухе	earwax buildup; cerumen impaction	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	524	ушибить	to bruise; to contuse; to injure by impact	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	525	синяк	bruise; contusion; black-and-blue mark	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	526	шишка, нарост на теле	lump; bump; growth on the body	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	527	пухнуть	to swell; to become swollen	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	528	чесотка	scabies	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	529	кашлять	to cough	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	530	колики	colic; abdominal cramps	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	531	нарыв	abscess; boil; suppuration	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	532	гной	pus	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	533	терпеть	to endure; to tolerate; to bear	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	534	угореть	to be poisoned by fumes	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	535	угар	carbon monoxide poisoning; fume intoxication	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	536	неметь, терять чувствительность	to become numb; to lose sensation	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	537	вылечить	to cure (of)	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	538	замерзать	to freeze; to get cold; to become numb with cold	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	539	дрожать	to shiver	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	540	простужаться	to catch a cold; to get chilled	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	541	насморк	runny nose; rhinitis; nasal discharge	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	VERB	542	чихать	to sneeze	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	NOUN	543	горб	hump	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	ADJ	544	хромой	lame; limping; having a limp	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B16	ADJ	545	немой	mute; dumb; unable to speak	health, medicine	inherited_from_category	medium	WDH inherited from category B16
B17	ADJ	546	старый (о человеке)	old; elderly; aged	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	547	старик	old man; elder; aged man	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	548	старуха	old woman; elderly woman; aged woman	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	549	морщина	wrinkle; line; crease	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	ADJ	550	живой	alive	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	551	умирать	to die	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	552	смерть	death	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	553	покойник	deceased; the departed; dead person	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	554	хоронить	to bury; to inter; to lay to rest	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	555	плакальщица	mourner; professional wailer; lamenting woman	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	556	гроб	coffin	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	557	могила	grave; tomb; burial place	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	558	место	place; location; spot	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	559	душа	soul	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	560	дремать	to doze	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	561	спать	to sleep; to be asleep	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	562	заснуть	to fall asleep; to doze off	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	563	храпеть (о человеке)	to snore	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	564	сон	sleep; slumber; dreaming state	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	566	успокаивать (о человеке)	to calm	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	567	спорить	to argue	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	568	видеть	to see	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	569	замечать (обнаруживать что-либо и уделять этому внимание)	to detect, to notice	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	570	забота	care	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	571	быть	to be	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	AUX	572	не (отрицательный глагол, 3-е л. ед. ч.)	is not; does not (3rd person singular)	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	573	мочь	can; to be able	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	574	ждать	to wait	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	575	намереваться	to intend; to plan	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	576	отгадывать	to guess	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	577	провожать	to see off; to accompany; to escort	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	578	заблудиться	to get lost; to lose one's way	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	579	торопиться	to hurry; to rush; to hasten	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	580	привычка	habit	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	581	возраст	age	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	582	жребий	lot	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	583	надо	must; need to; should	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	584	отвечать	to answer; to reply; to respond	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	585	спасибо	thank you; thanks	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	NOUN	586	ссора	quarrel; dispute; argument	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	VERB	587	драться	to fight	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	ADJ	588	знакомый	acquaintance; familiar	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B17	ADJ	589	трусливый	cowardly	factotum, person	inherited_from_category	medium	WDH inherited from category B17
B181	ADJ	565	вкусный	tasty	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	590	пища	food	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	591	есть	to eat	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	592	пить	to drink	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	593	хлебать	to sup	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	594	сосать	to suck	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	595	прием пищи	meal	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	596	завтрак	breakfast	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	597	обед	lunch, dinner	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	598	ужин	supper, dinner (evening meal)	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	599	варить	to boil	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	600	парить	to steam	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	601	сладкий	sweet	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	602	пресный (о тесте, хлебе, лепешках)	unleavened (of dough, bread)	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	603	холодный	cold	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	604	тёплый	warm	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	605	горячий	hot	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	606	кипеть	to boil	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	607	чай	tea	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	608	блин	pancake	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	609	сканец	skanetс; rye flatbread	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	610	пирог	pie	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	611	рыбник (пирог)	fish pie	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	612	каша из муки, загуста	thick flour porridge; zagusta	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	613	густой	dense	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	614	жидкий	liquid	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	615	крошево	kroshevo; chopped cabbage dish	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	616	бульон	bouillon	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	617	суп	soup	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	618	кусать	to bite	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	619	пробовать (на вкус)	to taste	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	620	размельчать	to crush	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	621	отжимать, выжимать, пропуская через сито	to strain	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	622	вскрыть	to unseal	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	623	потроха рыбы	fish entrails, fish guts	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	624	очистки	peelings	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	625	отжимки	residue after pressing	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	626	раствор для киселя или блинов	batter (for pancakes)	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	627	пена	foam, froth, scum	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	628	пивная гуща, барда	beer lees, beer sediment	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	629	горький	bitter	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	630	кислый	sour	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	631	плесень	mold	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	632	соль	salt	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	633	сахар	sugar	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	634	толокно	oat flour; tolokno	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	635	солод	malt	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	636	рассол	brine	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	637	крупа	groats	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	638	крупный (о муке грубого помола)	coarse (of flour), roughly ground	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	640	кисель	kissel	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	641	квас	kvass	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	642	пиво	beer	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	643	вино	wine	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	ADJ	644	сытый	full, well-fed	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	645	голод	hunger	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	646	хотеть пить, испытывать жажду	to thirst	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	647	курить	to smoke	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	648	табак	tobacco	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	NOUN	649	трубка	pipe (for smoking)	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B181	VERB	1429	проколоть, проткнуть	to pierce, to prick, to puncture	body_care, food, gastronomy	inherited_from_category	medium	WDH inherited from category B181
B182	NOUN	650	одежда	clothing	body_care, fashion	inherited_from_category	medium	WDH inherited from category B182
